Bin.Id	Community	Abundance_distribution	Taxonomic_distribution	Depth	Pipeline	Marker lineage	Completeness	Contamination	Strain heterogeneity
B.3.R.120-8K-bin.25	B	3	R	120	8K	f__Rhodobacteraceae (UID3340)	81.06	0	0
B.3.R.120-8K-bin.26	B	3	R	120	8K	f__Vibrionaceae (UID4868)	89.03	0.59	0
B.3.R.120-8K-bin.27	B	3	R	120	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.120-8K-bin.28	B	3	R	120	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.120-8K-bin.29	B	3	R	120	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.120-8K-bin.3	B	3	R	120	8K	f__Bifidobacteriaceae (UID1458)	88.94	0	0
B.3.R.120-8K-bin.30	B	3	R	120	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.120-8K-bin.31	B	3	R	120	8K	o__Campylobacterales (UID3068)	96.87	0.12	0
B.3.R.120-8K-bin.32	B	3	R	120	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.120-8K-bin.33	B	3	R	120	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.120-8K-bin.34	B	3	R	120	8K	o__Flavobacteriales (UID2815)	100	0.02	100
B.3.R.120-8K-bin.35	B	3	R	120	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.3.R.120-8K-bin.36	B	3	R	120	8K	f__Micrococcaceae (UID1623)	98.32	1.65	66.67
B.3.R.120-8K-bin.37	B	3	R	120	8K	o__Sphingomonadales (UID3310)	96.75	0.02	0
B.3.R.120-8K-bin.38	B	3	R	120	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.120-8K-bin.39	B	3	R	120	8K	f__Micrococcaceae (UID1623)	98.32	1.65	66.67
B.3.R.120-8K-bin.4	B	3	R	120	8K	f__Vibrionaceae (UID4868)	89.03	0.59	0
B.3.R.120-8K-bin.40	B	3	R	120	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.3.R.120-8K-bin.41	B	3	R	120	8K	f__Bifidobacteriaceae (UID1458)	88.94	0	0
B.3.R.120-8K-bin.42	B	3	R	120	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.120-8K-bin.43	B	3	R	120	8K	f__Bifidobacteriaceae (UID1458)	88.94	0	0
B.3.R.120-8K-bin.44	B	3	R	120	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.120-8K-bin.45	B	3	R	120	8K	o__Campylobacterales (UID3068)	96.87	0.12	0
B.3.R.120-8K-bin.46	B	3	R	120	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.3.R.120-8K-bin.47	B	3	R	120	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.120-8K-bin.48	B	3	R	120	8K	f__Rhodobacteraceae (UID3340)	81.06	0	0
B.3.R.120-8K-bin.49	B	3	R	120	8K	o__Sphingomonadales (UID3310)	98.09	0.02	0
B.3.R.120-8K-bin.5	B	3	R	120	8K	o__Sphingomonadales (UID3310)	98.09	0.02	0
B.3.R.120-8K-bin.50	B	3	R	120	8K	f__Vibrionaceae (UID4868)	89.03	0.59	0
B.3.R.120-8K-bin.51	B	3	R	120	8K	o__Flavobacteriales (UID2815)	100	0.02	100
B.3.R.120-8K-bin.52	B	3	R	120	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.3.R.120-8K-bin.53	B	3	R	120	8K	o__Campylobacterales (UID3068)	96.87	0.12	0
B.3.R.120-8K-bin.54	B	3	R	120	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.120-8K-bin.55	B	3	R	120	8K	f__Rhodobacteraceae (UID3340)	81.06	0	0
B.3.R.120-8K-bin.56	B	3	R	120	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.120-8K-bin.57	B	3	R	120	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.3.R.120-8K-bin.6	B	3	R	120	8K	f__Vibrionaceae (UID4868)	91.78	0.59	0
B.3.R.120-8K-bin.7	B	3	R	120	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.120-8K-bin.8	B	3	R	120	8K	o__Flavobacteriales (UID2815)	100	0.02	100
B.3.R.120-8K-bin.9	B	3	R	120	8K	f__Micrococcaceae (UID1623)	98.32	1.65	66.67
B.3.R.120-DT-bin.1	B	3	R	120	DT	o__Rhizobiales (UID3481)	98.24	0.44	0
B.3.R.120-DT-bin.10	B	3	R	120	DT	o__Flavobacteriales (UID2815)	97.61	2.57	50
B.3.R.120-DT-bin.11	B	3	R	120	DT	c__Thermoprotei (UID148)	98.73	0	0
B.3.R.120-DT-bin.12	B	3	R	120	DT	o__Actinomycetales (UID1590)	95	0	0
B.3.R.120-DT-bin.13	B	3	R	120	DT	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.120-DT-bin.14	B	3	R	120	DT	k__Bacteria (UID203)	97.1	9.09	100
B.3.R.120-DT-bin.15	B	3	R	120	DT	f__Bifidobacteriaceae (UID1458)	98.48	0.98	25
B.3.R.120-DT-bin.16	B	3	R	120	DT	c__Thermoprotei (UID148)	99.37	0.63	0
B.3.R.120-DT-bin.17	B	3	R	120	DT	f__Rhodobacteraceae (UID3356)	99.39	0.76	20
B.3.R.120-DT-bin.18	B	3	R	120	DT	o__Sphingomonadales (UID3310)	98.11	0.07	0
B.3.R.120-DT-bin.19	B	3	R	120	DT	f__Vibrionaceae (UID4868)	89.03	0.59	0
B.3.R.120-DT-bin.2	B	3	R	120	DT	f__Halobacteriaceae (UID85)	98.25	0.87	0
B.3.R.120-DT-bin.20	B	3	R	120	DT	o__Sphingomonadales (UID3310)	98.96	0.8	60
B.3.R.120-DT-bin.21	B	3	R	120	DT	f__Rhodobacteraceae (UID3356)	99.09	0.55	0
B.3.R.120-DT-bin.22	B	3	R	120	DT	f__Micrococcaceae (UID1623)	98.32	1.65	66.67
B.3.R.120-DT-bin.23	B	3	R	120	DT	k__Bacteria (UID203)	100	3.45	83.33
B.3.R.120-DT-bin.24	B	3	R	120	DT	k__Bacteria (UID203)	60.03	28.31	2.56
B.3.R.120-DT-bin.25	B	3	R	120	DT	f__Rhodobacteraceae (UID3356)	97.43	0.14	0
B.3.R.120-DT-bin.26	B	3	R	120	DT	f__Rhodobacteraceae (UID3340)	96.36	0	0
B.3.R.120-DT-bin.27	B	3	R	120	DT	o__Burkholderiales (UID4000)	94.02	0.12	100
B.3.R.120-DT-bin.28	B	3	R	120	DT	f__Halobacteriaceae (UID85)	99.93	0	0
B.3.R.120-DT-bin.29	B	3	R	120	DT	f__Bifidobacteriaceae (UID1458)	99.24	0.1	0
B.3.R.120-DT-bin.3	B	3	R	120	DT	o__Flavobacteriales (UID2815)	100	0.02	100
B.3.R.120-DT-bin.30	B	3	R	120	DT	f__Halobacteriaceae (UID85)	99.53	0	0
B.3.R.120-DT-bin.31	B	3	R	120	DT	o__Campylobacterales (UID3068)	96.87	0.12	0
B.3.R.120-DT-bin.32	B	3	R	120	DT	g__Bacillus (UID864)	99.47	0.02	0
B.3.R.120-DT-bin.33	B	3	R	120	DT	f__Bacillaceae (UID829)	98.28	2.26	0
B.3.R.120-DT-bin.34	B	3	R	120	DT	g__Bacillus (UID864)	99.47	0.4	6.25
B.3.R.120-DT-bin.4	B	3	R	120	DT	k__Archaea (UID2)	68.46	15.46	0
B.3.R.120-DT-bin.5	B	3	R	120	DT	o__Actinomycetales (UID1812)	99.67	1.63	0
B.3.R.120-DT-bin.6	B	3	R	120	DT	o__Sphingomonadales (UID3310)	99.25	5.43	0
B.3.R.120-DT-bin.7	B	3	R	120	DT	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.120-DT-bin.8	B	3	R	120	DT	c__Betaproteobacteria (UID3959)	99.78	0.47	0
B.3.R.120-DT-bin.9	B	3	R	120	DT	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.120-MM-bin.1	B	3	R	120	MM	o__Campylobacterales (UID3068)	69.04	0.12	0
B.3.R.120-MM-bin.2	B	3	R	120	MM	o__Sphingomonadales (UID3310)	99.25	0.34	0
B.3.R.120-MM-bin.3	B	3	R	120	MM	f__Bifidobacteriaceae (UID1458)	99.24	0	0
B.3.R.120-MM-bin.4	B	3	R	120	MM	f__Bifidobacteriaceae (UID1458)	97.58	0.98	0
B.3.R.120-MM-bin.5	B	3	R	120	MM	o__Actinomycetales (UID1812)	99.67	0.79	0
B.3.R.120-MM-bin.6	B	3	R	120	MM	o__Rhizobiales (UID3481)	99.44	1.01	0
B.3.R.120-MM-bin.7	B	3	R	120	MM	o__Flavobacteriales (UID2815)	94.85	0.63	60
B.3.R.180-8K-bin.1	B	3	R	180	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.180-8K-bin.10	B	3	R	180	8K	f__Halobacteriaceae (UID85)	71.93	0	0
B.3.R.180-8K-bin.11	B	3	R	180	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.180-8K-bin.12	B	3	R	180	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.180-8K-bin.13	B	3	R	180	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.180-8K-bin.14	B	3	R	180	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.3.R.180-8K-bin.15	B	3	R	180	8K	o__Flavobacteriales (UID2815)	100	0.02	100
B.3.R.180-8K-bin.16	B	3	R	180	8K	f__Rhodobacteraceae (UID3356)	96.11	0.04	0
B.3.R.180-8K-bin.17	B	3	R	180	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.180-8K-bin.18	B	3	R	180	8K	f__Vibrionaceae (UID4868)	94.49	0.64	0
B.3.R.180-8K-bin.19	B	3	R	180	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.3.R.180-8K-bin.2	B	3	R	180	8K	f__Vibrionaceae (UID4868)	94.49	0.64	0
B.3.R.180-8K-bin.20	B	3	R	180	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.180-8K-bin.21	B	3	R	180	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.180-8K-bin.22	B	3	R	180	8K	f__Bifidobacteriaceae (UID1458)	80.76	0	0
B.3.R.180-8K-bin.23	B	3	R	180	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.180-8K-bin.24	B	3	R	180	8K	o__Flavobacteriales (UID2815)	100	0.02	100
B.3.R.180-8K-bin.25	B	3	R	180	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.3.R.180-8K-bin.26	B	3	R	180	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.3.R.180-8K-bin.27	B	3	R	180	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.180-8K-bin.28	B	3	R	180	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.180-8K-bin.29	B	3	R	180	8K	o__Flavobacteriales (UID2815)	100	0.02	100
B.3.R.180-8K-bin.3	B	3	R	180	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.3.R.180-8K-bin.30	B	3	R	180	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.180-8K-bin.31	B	3	R	180	8K	f__Bifidobacteriaceae (UID1458)	80.76	0	0
B.3.R.180-8K-bin.32	B	3	R	180	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.3.R.180-8K-bin.33	B	3	R	180	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.180-8K-bin.34	B	3	R	180	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.3.R.180-8K-bin.35	B	3	R	180	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.180-8K-bin.36	B	3	R	180	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.3.R.180-8K-bin.37	B	3	R	180	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.180-8K-bin.38	B	3	R	180	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.180-8K-bin.39	B	3	R	180	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.180-8K-bin.4	B	3	R	180	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.180-8K-bin.40	B	3	R	180	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.180-8K-bin.41	B	3	R	180	8K	o__Flavobacteriales (UID2815)	100	0.02	100
B.3.R.180-8K-bin.42	B	3	R	180	8K	f__Bacillaceae (UID829)	95.55	2.13	0
B.3.R.180-8K-bin.43	B	3	R	180	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.3.R.180-8K-bin.44	B	3	R	180	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.180-8K-bin.45	B	3	R	180	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.3.R.180-8K-bin.46	B	3	R	180	8K	f__Bifidobacteriaceae (UID1458)	80.76	0	0
B.3.R.180-8K-bin.47	B	3	R	180	8K	f__Vibrionaceae (UID4868)	94.21	0.64	0
B.3.R.180-8K-bin.48	B	3	R	180	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.3.R.180-8K-bin.49	B	3	R	180	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.180-8K-bin.5	B	3	R	180	8K	f__Vibrionaceae (UID4868)	94.49	0.64	0
B.3.R.180-8K-bin.50	B	3	R	180	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.3.R.180-8K-bin.51	B	3	R	180	8K	o__Sphingomonadales (UID3310)	96.06	0.34	0
B.3.R.180-8K-bin.6	B	3	R	180	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.3.R.180-8K-bin.7	B	3	R	180	8K	f__Bifidobacteriaceae (UID1458)	80.76	0	0
B.3.R.180-8K-bin.8	B	3	R	180	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.3.R.180-8K-bin.9	B	3	R	180	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.3.R.180-DT-bin.1	B	3	R	180	DT	g__Bacillus (UID864)	99.36	0.59	0
B.3.R.180-DT-bin.10	B	3	R	180	DT	o__Actinomycetales (UID1590)	95	0	0
B.3.R.180-DT-bin.11	B	3	R	180	DT	o__Actinomycetales (UID1812)	99.67	1.76	0
B.3.R.180-DT-bin.12	B	3	R	180	DT	f__Rhodobacteraceae (UID3340)	96.36	0	0
B.3.R.180-DT-bin.13	B	3	R	180	DT	k__Archaea (UID2)	68.46	15.46	0
B.3.R.180-DT-bin.14	B	3	R	180	DT	f__Bifidobacteriaceae (UID1458)	98.18	1.59	8.33
B.3.R.180-DT-bin.15	B	3	R	180	DT	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.180-DT-bin.16	B	3	R	180	DT	o__Campylobacterales (UID3068)	94.4	0.19	0
B.3.R.180-DT-bin.17	B	3	R	180	DT	o__Burkholderiales (UID4000)	96.4	1.56	0
B.3.R.180-DT-bin.18	B	3	R	180	DT	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.180-DT-bin.19	B	3	R	180	DT	o__Rhizobiales (UID3481)	99.44	0.46	0
B.3.R.180-DT-bin.2	B	3	R	180	DT	f__Bacillaceae (UID829)	98.66	2.13	0
B.3.R.180-DT-bin.20	B	3	R	180	DT	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.180-DT-bin.21	B	3	R	180	DT	f__Micrococcaceae (UID1631)	97.61	0.29	100
B.3.R.180-DT-bin.22	B	3	R	180	DT	g__Bacillus (UID864)	99.51	0.19	33.33
B.3.R.180-DT-bin.23	B	3	R	180	DT	f__Rhodobacteraceae (UID3356)	98.65	0.35	0
B.3.R.180-DT-bin.24	B	3	R	180	DT	f__Halobacteriaceae (UID85)	98.33	0	0
B.3.R.180-DT-bin.25	B	3	R	180	DT	f__Rhodobacteraceae (UID3356)	99.35	0.35	0
B.3.R.180-DT-bin.26	B	3	R	180	DT	o__Flavobacteriales (UID2815)	95.73	2.47	60
B.3.R.180-DT-bin.27	B	3	R	180	DT	o__Sphingomonadales (UID3310)	99.48	3.87	0
B.3.R.180-DT-bin.28	B	3	R	180	DT	f__Rhodobacteraceae (UID3356)	99.39	0.81	25
B.3.R.180-DT-bin.29	B	3	R	180	DT	c__Betaproteobacteria (UID3959)	99.75	0.47	0
B.3.R.180-DT-bin.3	B	3	R	180	DT	o__Campylobacterales (UID3068)	99.41	1.3	0
B.3.R.180-DT-bin.30	B	3	R	180	DT	k__Bacteria (UID203)	60.03	28.16	2.6
B.3.R.180-DT-bin.31	B	3	R	180	DT	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.3.R.180-DT-bin.32	B	3	R	180	DT	o__Sphingomonadales (UID3310)	99.25	2.05	16.67
B.3.R.180-DT-bin.33	B	3	R	180	DT	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.180-DT-bin.34	B	3	R	180	DT	f__Halobacteriaceae (UID85)	98.65	2.07	0
B.3.R.180-DT-bin.35	B	3	R	180	DT	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.180-DT-bin.36	B	3	R	180	DT	f__Bifidobacteriaceae (UID1458)	99.24	1.17	0
B.3.R.180-DT-bin.37	B	3	R	180	DT	f__Vibrionaceae (UID4868)	94.49	0.64	0
B.3.R.180-DT-bin.4	B	3	R	180	DT	o__Flavobacteriales (UID2815)	100	0.02	100
B.3.R.180-DT-bin.5	B	3	R	180	DT	o__Sphingomonadales (UID3310)	97.66	0.41	0
B.3.R.180-DT-bin.6	B	3	R	180	DT	f__Halobacteriaceae (UID85)	99.53	0	0
B.3.R.180-DT-bin.7	B	3	R	180	DT	f__Bifidobacteriaceae (UID1462)	88.44	2	50
B.3.R.180-DT-bin.8	B	3	R	180	DT	o__Burkholderiales (UID4000)	98.05	6.43	0
B.3.R.180-DT-bin.9	B	3	R	180	DT	o__Burkholderiales (UID4000)	3.07	0	0
B.3.R.180-MM-bin.1	B	3	R	180	MM	o__Actinomycetales (UID1812)	99.23	1.62	5
B.3.R.180-MM-bin.10	B	3	R	180	MM	o__Actinomycetales (UID1812)	95.35	0.55	0
B.3.R.180-MM-bin.2	B	3	R	180	MM	g__Bacillus (UID864)	98.89	0.87	8
B.3.R.180-MM-bin.3	B	3	R	180	MM	o__Flavobacteriales (UID2815)	98.04	0	0
B.3.R.180-MM-bin.4	B	3	R	180	MM	o__Actinomycetales (UID1590)	95	0	0
B.3.R.180-MM-bin.5	B	3	R	180	MM	f__Bacillaceae (UID829)	94.67	2.13	0
B.3.R.180-MM-bin.6	B	3	R	180	MM	f__Micrococcaceae (UID1623)	76.53	12.33	21.43
B.3.R.180-MM-bin.7	B	3	R	180	MM	o__Rhizobiales (UID3481)	99.44	1.22	0
B.3.R.180-MM-bin.8	B	3	R	180	MM	c__Betaproteobacteria (UID3959)	98.95	2.32	0
B.3.R.180-MM-bin.9	B	3	R	180	MM	o__Sphingomonadales (UID3310)	97.32	2.02	0
B.3.R.30-8K-bin.1	B	3	R	30	8K	f__Rhodobacteraceae (UID3356)	96.11	0.04	0
B.3.R.30-8K-bin.10	B	3	R	30	8K	o__Sphingomonadales (UID3310)	98.09	0.98	45.45
B.3.R.30-8K-bin.11	B	3	R	30	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.30-8K-bin.12	B	3	R	30	8K	c__Thermoprotei (UID148)	75.19	0.03	0
B.3.R.30-8K-bin.13	B	3	R	30	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.30-8K-bin.14	B	3	R	30	8K	k__Bacteria (UID203)	81.03	0	0
B.3.R.30-8K-bin.15	B	3	R	30	8K	o__Flavobacteriales (UID2815)	100	0	0
B.3.R.30-8K-bin.16	B	3	R	30	8K	f__Rhodobacteraceae (UID3356)	96.11	0.04	0
B.3.R.30-8K-bin.17	B	3	R	30	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.30-8K-bin.18	B	3	R	30	8K	f__Vibrionaceae (UID4868)	99.38	0.64	0
B.3.R.30-8K-bin.19	B	3	R	30	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.30-8K-bin.2	B	3	R	30	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.30-8K-bin.20	B	3	R	30	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.30-8K-bin.21	B	3	R	30	8K	o__Flavobacteriales (UID2815)	98.53	0	0
B.3.R.30-8K-bin.22	B	3	R	30	8K	k__Bacteria (UID203)	81.03	0	0
B.3.R.30-8K-bin.23	B	3	R	30	8K	c__Thermoprotei (UID148)	75.19	0.03	0
B.3.R.30-8K-bin.24	B	3	R	30	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.30-8K-bin.25	B	3	R	30	8K	f__Rhodobacteraceae (UID3340)	95.76	0	0
B.3.R.30-8K-bin.26	B	3	R	30	8K	k__Bacteria (UID203)	81.03	0	0
B.3.R.30-8K-bin.27	B	3	R	30	8K	c__Thermoprotei (UID148)	75.19	0.03	0
B.3.R.30-8K-bin.28	B	3	R	30	8K	f__Vibrionaceae (UID4868)	95.04	0.64	0
B.3.R.30-8K-bin.29	B	3	R	30	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.30-8K-bin.3	B	3	R	30	8K	k__Bacteria (UID203)	81.03	0	0
B.3.R.30-8K-bin.30	B	3	R	30	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.30-8K-bin.31	B	3	R	30	8K	c__Thermoprotei (UID148)	75.19	0.03	0
B.3.R.30-8K-bin.32	B	3	R	30	8K	o__Flavobacteriales (UID2815)	98.53	0	0
B.3.R.30-8K-bin.33	B	3	R	30	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.3.R.30-8K-bin.34	B	3	R	30	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.30-8K-bin.35	B	3	R	30	8K	o__Flavobacteriales (UID2815)	98.53	0	0
B.3.R.30-8K-bin.36	B	3	R	30	8K	f__Rhodobacteraceae (UID3356)	96.11	0.04	0
B.3.R.30-8K-bin.37	B	3	R	30	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.30-8K-bin.38	B	3	R	30	8K	f__Rhodobacteraceae (UID3340)	94.85	0	0
B.3.R.30-8K-bin.39	B	3	R	30	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.30-8K-bin.4	B	3	R	30	8K	f__Rhodobacteraceae (UID3340)	95.76	0.08	0
B.3.R.30-8K-bin.40	B	3	R	30	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.30-8K-bin.5	B	3	R	30	8K	f__Vibrionaceae (UID4868)	95.04	0.64	0
B.3.R.30-8K-bin.6	B	3	R	30	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.30-8K-bin.7	B	3	R	30	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.30-8K-bin.8	B	3	R	30	8K	f__Vibrionaceae (UID4868)	95.04	0.64	0
B.3.R.30-8K-bin.9	B	3	R	30	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.30-DT-bin.1	B	3	R	30	DT	f__Rhodobacteraceae (UID3356)	96.95	0.35	0
B.3.R.30-DT-bin.10	B	3	R	30	DT	f__Bifidobacteriaceae (UID1458)	76.09	1.48	30
B.3.R.30-DT-bin.11	B	3	R	30	DT	k__Archaea (UID2)	69.4	15.46	0
B.3.R.30-DT-bin.12	B	3	R	30	DT	k__Bacteria (UID203)	88.71	41.63	62.16
B.3.R.30-DT-bin.13	B	3	R	30	DT	o__Campylobacterales (UID3068)	99.06	1.65	16.67
B.3.R.30-DT-bin.14	B	3	R	30	DT	k__Bacteria (UID203)	98.28	13.79	5.26
B.3.R.30-DT-bin.15	B	3	R	30	DT	f__Halobacteriaceae (UID85)	99.13	1.89	60
B.3.R.30-DT-bin.16	B	3	R	30	DT	k__Bacteria (UID203)	60.19	30.66	4.72
B.3.R.30-DT-bin.17	B	3	R	30	DT	o__Sphingomonadales (UID3310)	97.84	1.65	13.04
B.3.R.30-DT-bin.18	B	3	R	30	DT	f__Micrococcaceae (UID1631)	99.32	5.01	33.33
B.3.R.30-DT-bin.19	B	3	R	30	DT	c__Thermoprotei (UID148)	86.83	1.3	33.33
B.3.R.30-DT-bin.2	B	3	R	30	DT	k__Bacteria (UID203)	100	9.33	38.1
B.3.R.30-DT-bin.20	B	3	R	30	DT	f__Vibrionaceae (UID4868)	95.04	0.64	0
B.3.R.30-DT-bin.21	B	3	R	30	DT	k__Bacteria (UID203)	100	18.81	3.08
B.3.R.30-DT-bin.22	B	3	R	30	DT	f__Bacillaceae (UID829)	93.29	2.52	7.69
B.3.R.30-DT-bin.23	B	3	R	30	DT	f__Halobacteriaceae (UID85)	98.25	0.87	0
B.3.R.30-DT-bin.24	B	3	R	30	DT	o__Actinomycetales (UID1812)	99.23	3.58	7.14
B.3.R.30-DT-bin.25	B	3	R	30	DT	o__Campylobacterales (UID3068)	94.93	0.47	50
B.3.R.30-DT-bin.26	B	3	R	30	DT	c__Thermoprotei (UID148)	99.37	1.27	0
B.3.R.30-DT-bin.27	B	3	R	30	DT	k__Archaea (UID2)	99.07	11.21	40.91
B.3.R.30-DT-bin.28	B	3	R	30	DT	o__Actinomycetales (UID1812)	98.9	1.19	0
B.3.R.30-DT-bin.29	B	3	R	30	DT	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.30-DT-bin.3	B	3	R	30	DT	f__Rhodobacteraceae (UID3356)	99.35	10.25	4.48
B.3.R.30-DT-bin.30	B	3	R	30	DT	f__Micrococcaceae (UID1623)	97.55	1.46	0
B.3.R.30-DT-bin.31	B	3	R	30	DT	f__Halobacteriaceae (UID85)	98.48	0.4	100
B.3.R.30-DT-bin.4	B	3	R	30	DT	o__Rhizobiales (UID3481)	98.64	1.14	0
B.3.R.30-DT-bin.5	B	3	R	30	DT	g__Bacillus (UID864)	99.49	0.62	32.14
B.3.R.30-DT-bin.6	B	3	R	30	DT	f__Rhodobacteraceae (UID3356)	97.43	0.3	0
B.3.R.30-DT-bin.7	B	3	R	30	DT	g__Bacillus (UID864)	99.34	0.61	0
B.3.R.30-DT-bin.8	B	3	R	30	DT	o__Flavobacteriales (UID2815)	100	0	0
B.3.R.30-DT-bin.9	B	3	R	30	DT	f__Rhodobacteraceae (UID3340)	95.45	0	0
B.3.R.30-MM-bin.1	B	3	R	30	MM	k__Bacteria (UID203)	82.76	13.95	0
B.3.R.30-MM-bin.10	B	3	R	30	MM	g__Bacillus (UID864)	98.86	0.17	25
B.3.R.30-MM-bin.11	B	3	R	30	MM	f__Bifidobacteriaceae (UID1458)	62.58	6.74	9.68
B.3.R.30-MM-bin.12	B	3	R	30	MM	o__Sphingomonadales (UID3310)	90.85	9	34.88
B.3.R.30-MM-bin.13	B	3	R	30	MM	o__Actinomycetales (UID1812)	98.9	1.21	0
B.3.R.30-MM-bin.14	B	3	R	30	MM	root (UID1)	0	0	0
B.3.R.30-MM-bin.15	B	3	R	30	MM	o__Sphingomonadales (UID3310)	97.43	0.85	0
B.3.R.30-MM-bin.16	B	3	R	30	MM	g__Bacillus (UID864)	99.4	0.14	33.33
B.3.R.30-MM-bin.17	B	3	R	30	MM	f__Bacillaceae (UID829)	94.51	3.03	23.08
B.3.R.30-MM-bin.18	B	3	R	30	MM	k__Bacteria (UID203)	24.14	0	0
B.3.R.30-MM-bin.19	B	3	R	30	MM	o__Flavobacteriales (UID2815)	100	0	0
B.3.R.30-MM-bin.2	B	3	R	30	MM	o__Campylobacterales (UID3068)	87.62	0.82	0
B.3.R.30-MM-bin.20	B	3	R	30	MM	o__Actinomycetales (UID1812)	95.67	5.21	26.92
